,City,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,VenueID,Venue,Venue Latitude,Venue Longitude,Venue Category,ParentCategory
305,COIMBRA,Santo António dos Olivais,40.218000000000075,-8.405989999999974,4e960283d3e3b374957d393a,Café Restaurante Sto António,40.217609006729674,-8.40495534701268,Portuguese Restaurant,Food
306,AVEIRO,São Jacinto,40.662583544410026,-8.730776565894534,4e2ec9e2c65b80dfd839d7c2,A Peixaria,40.66217773502633,-8.728842762356726,Portuguese Restaurant,Food
307,AVEIRO,São Jacinto,40.662583544410026,-8.730776565894534,4df36fdbb0fb807158c230ec,O Terminal,40.661766,-8.728492,Portuguese Restaurant,Food
308,LISBOA,São Vicente,38.72365503033666,-9.12966982265255,4c9d074c46978cfa2b9f937f,Carvoaria Jacto,38.72311111045413,-9.1326527226634,Portuguese Restaurant,Food
309,LISBOA,São Vicente,38.72365503033666,-9.12966982265255,4fef35fee4b05dce3a4b2546,Tasca do Jaime,38.719167,-9.129754,Portuguese Restaurant,Food
310,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,5175aadde4b0f0aa6c530dbb,A Cozinha da Maria,40.2085107844403,-8.43064356793431,Portuguese Restaurant,Food
311,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,4d7e8cf8fb38a09082732af4,Zé Manel dos Ossos,40.207898,-8.430208,Portuguese Restaurant,Food
312,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,4dbc734d6e810768bf5f6225,Zé Neto,40.20901627861455,-8.429556976949353,Portuguese Restaurant,Food
313,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,5915bec8916bc17c585c379e,Sete Restaurante,40.210695557307574,-8.428933024406431,Portuguese Restaurant,Food
314,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,53a200dc498e995d663db7f9,Solar do Bacalhau,40.20856937859264,-8.43071487175913,Portuguese Restaurant,Food
315,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,52c9929711d21d7b0d421b96,Arcada - Comes e Bebes,40.20761985038464,-8.428643676652559,Portuguese Restaurant,Food
316,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,50f7fe16e4b01847f645c6db,Loggia,40.20900209116429,-8.426030997358657,Portuguese Restaurant,Food
317,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,4c13f18977cea593aac7cf60,Restaurante Giro,40.20874902319891,-8.430225081821696,Portuguese Restaurant,Food
318,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,4e75e394b0fb9680336247eb,Jardim da Manga,40.21121835986039,-8.427811767695818,Portuguese Restaurant,Food
319,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,4c0807e0ffb8c9b6a99c6761,O Pátio,40.21211884857534,-8.428761785282155,Portuguese Restaurant,Food
320,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,4b6ad174f964a520c6e12be3,O Mimo,40.2123408605218,-8.425719498926918,Portuguese Restaurant,Food
321,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,5171bcece4b0e47cf0ea198d,Rio Mondego,40.208287064528925,-8.42940339143769,Portuguese Restaurant,Food
322,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,4bfbbdc7565f76b0e2df05db,Cantinho dos Reis,40.21229738577794,-8.430805521057554,Portuguese Restaurant,Food
323,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,4f40f744e4b0102f0e0f15bb,Calado & Calado,40.20843851335282,-8.430801185772657,Portuguese Restaurant,Food
324,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,4e973bdc775b4d502960802e,Restaurante Praça Velha,40.20905767620497,-8.429400855129845,Portuguese Restaurant,Food
325,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,4f9d3ad1e4b0d2bd638f51b0,Muralhada,40.208761310583704,-8.428304628514859,Portuguese Restaurant,Food
326,BRAGA,Sobreposta,41.55298558505847,-8.336158415628043,51857d16498e9e0adaceaf75,Pinha Eventos,41.55335410251164,-8.334755370910319,Portuguese Restaurant,Food
327,BRAGA,Tebosa,41.48330112229655,-8.48158604728574,4e73557245dd41e9cce0c0ef,Solar do Paço,41.48257420810035,-8.479142134698066,Portuguese Restaurant,Food
328,LISBOA,Ajuda,38.69974000000008,-9.181179999999927,4c18d478838020a1ecb3e461,Ler Devagar,38.70275236424443,-9.178520310976923,Bookstore,Shop & Service
329,LISBOA,Alcântara,38.70505500000006,-9.180970999999971,4c18d478838020a1ecb3e461,Ler Devagar,38.70275236424443,-9.178520310976923,Bookstore,Shop & Service
330,LISBOA,Areeiro,38.74400000000003,-9.132159999999942,4f197b98e4b0a9e6db53c30e,Areal Editores,38.748328794926344,-9.131301641464233,Bookstore,Shop & Service
331,LISBOA,Avenidas Novas,38.73024600000005,-9.149493499999949,4bf1b12224f19c741571f983,Livraria Almedina,38.732685635582975,-9.14513568028785,Bookstore,Shop & Service
332,LISBOA,Belém,38.69768400000005,-9.204393499999952,4b0588a8f964a520f3d222e3,Bertrand,38.69543686307201,-9.20896248835134,Bookstore,Shop & Service
333,BRAGA,Braga,41.549397000000056,-8.421888499999966,4bc45cf2920eb7138e961e2c,Centésima Página,41.55109204089329,-8.419998670749845,Bookstore,Shop & Service
334,BRAGA,Braga,41.55493200000005,-8.420736499999947,4bc45cf2920eb7138e961e2c,Centésima Página,41.55109204089329,-8.419998670749845,Bookstore,Shop & Service
335,BRAGA,Braga,41.55247500000006,-8.414283499999954,4bc45cf2920eb7138e961e2c,Centésima Página,41.55109204089329,-8.419998670749845,Bookstore,Shop & Service
336,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.146389301815525,-8.614368600994384,4c068345191f20a196a0e414,Livraria Lello,41.146738480128576,-8.61494502462642,Bookstore,Shop & Service
337,LISBOA,Misericórdia,38.71188042729671,-9.142968071216105,4b0588a8f964a520c2d222e3,Bertrand,38.710741867240785,-9.141195659119907,Bookstore,Shop & Service
338,LISBOA,Parque das Nações,38.76833000000005,-9.097789999999975,4ba77805f964a520379639e3,Bertrand,38.76774340234356,-9.097153795072254,Bookstore,Shop & Service
339,LISBOA,Ajuda,38.69974000000008,-9.181179999999927,4d4b2d7416a2ba7a621d8bde,Landeau Chocolate,38.70288819265882,-9.17871931615147,Dessert Shop,Food
340,LISBOA,Ajuda,38.69974000000008,-9.181179999999927,4c447ce92d3ec9b61ceb2eae,Gelados Italianos do Chef Nino,38.702830851655726,-9.178677643567468,Dessert Shop,Food
341,LISBOA,Ajuda,38.69974000000008,-9.181179999999927,54bbfa46498e3c65bab67417,LXeeseCake,38.70264561459575,-9.178531597369513,Dessert Shop,Food
342,LISBOA,Alcântara,38.70505500000006,-9.180970999999971,4d4b2d7416a2ba7a621d8bde,Landeau Chocolate,38.70288819265882,-9.17871931615147,Dessert Shop,Food
343,LISBOA,Alcântara,38.70505500000006,-9.180970999999971,4c447ce92d3ec9b61ceb2eae,Gelados Italianos do Chef Nino,38.702830851655726,-9.178677643567468,Dessert Shop,Food
344,LISBOA,Alcântara,38.70505500000006,-9.180970999999971,54bbfa46498e3c65bab67417,LXeeseCake,38.70264561459575,-9.178531597369513,Dessert Shop,Food
345,BRAGA,Braga,41.55493200000005,-8.420736499999947,4b9be48ef964a520663236e3,Casa das Natas,41.55484385240345,-8.425592601981142,Dessert Shop,Food
346,BRAGA,Braga,41.55493200000005,-8.420736499999947,4c682eae5fae20a1e7cb48a6,Doçaria S. Vicente,41.5569448470378,-8.419234942407849,Dessert Shop,Food
347,LISBOA,Campo de Ourique,38.71581000000003,-9.166919999999948,4befccf770779521e9493e7c,O Melhor Bolo de Chocolate do Mundo,38.716402733900715,-9.167116916850404,Dessert Shop,Food
348,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.146389301815525,-8.614368600994384,55194d3a498ee05dc7a7a69b,Miss Pavlova,41.1462191164206,-8.612296456329195,Dessert Shop,Food
349,LISBOA,Misericórdia,38.71188042729671,-9.142968071216105,5310a637498e051286e9ffdd,Landeau,38.70917540234972,-9.143559360862382,Dessert Shop,Food
350,LISBOA,Ajuda,38.69974000000008,-9.181179999999927,55f147fd498e4dec02aa30f8,A Padaria Portuguesa,38.70251191629039,-9.18087193794806,Bakery,Food
351,LISBOA,Ajuda,38.69974000000008,-9.181179999999927,4fcb476ce4b07471e08e4619,O Bolo da Marta,38.70269603672898,-9.178399013914188,Bakery,Food
352,LISBOA,Ajuda,38.69974000000008,-9.181179999999927,50854537e4b00dc4a38efb57,A Padeira,38.70341814786139,-9.18192613439858,Bakery,Food
353,LISBOA,Alcântara,38.70505500000006,-9.180970999999971,4fcb476ce4b07471e08e4619,O Bolo da Marta,38.70269603672898,-9.178399013914188,Bakery,Food
354,LISBOA,Alcântara,38.70505500000006,-9.180970999999971,55f147fd498e4dec02aa30f8,A Padaria Portuguesa,38.70251191629039,-9.18087193794806,Bakery,Food
355,LISBOA,Alcântara,38.70505500000006,-9.180970999999971,50854537e4b00dc4a38efb57,A Padeira,38.70341814786139,-9.18192613439858,Bakery,Food
356,LISBOA,Alcântara,38.70505500000006,-9.180970999999971,55421628498ef69f32f5a11e,Fábrica do Pão,38.70418283536842,-9.176136314197162,Bakery,Food
357,LISBOA,Alvalade,38.75558100000005,-9.137068999999968,56bf46a1cd104fc3623872dc,Pastelaria Pau de Canela,38.754649417152265,-9.139359963295089,Bakery,Food
358,LISBOA,Alvalade,38.75558100000005,-9.137068999999968,546337e3498e026328e6b164,Sabores do Bairro,38.75798389759993,-9.14067698077757,Bakery,Food
359,AVEIRO,Aradas,40.62432421672654,-8.643783571576646,4ba5f213f964a520a72a39e3,Litoralpan,40.625109013068126,-8.646485612874214,Bakery,Food
360,AVEIRO,Aradas,40.62432421672654,-8.643783571576646,4b7c5144f964a520fa8b2fe3,Tulipan,40.62649833378271,-8.646123321586538,Bakery,Food
361,AVEIRO,Aradas,40.62432421672654,-8.643783571576646,50d4cdb0e4b0f0310d90ef77,Pão Santo,40.62774031531766,-8.644968655367666,Bakery,Food
362,LISBOA,Areeiro,38.74400000000003,-9.132159999999942,4cd5a362122ba14302932da1,A Padaria Portuguesa,38.74231604422006,-9.135494221913405,Bakery,Food
363,LISBOA,Areeiro,38.74400000000003,-9.132159999999942,4cd16a7e9d87224bfcaa5a3b,Pastelaria Cinderela,38.7427434292685,-9.133465610373518,Bakery,Food
364,LISBOA,Areeiro,38.74400000000003,-9.132159999999942,4d84a3f181fdb1f708b3ffbf,Trigo Doce,38.7395439,-9.132054,Bakery,Food
365,LISBOA,Arroios,38.72238900000005,-9.132703999999961,5927204c28122f403da6e4ff,A Padaria Portuguesa,38.722582857191455,-9.135277814241519,Bakery,Food
366,LISBOA,Arroios,38.72238900000005,-9.132703999999961,4df4826e63659543662cdf21,Forno de Sapadores,38.721161083494096,-9.127396158643327,Bakery,Food
367,LISBOA,Arroios,38.72238900000005,-9.132703999999961,57989ef3498e3b1a7cf29db6,Pastelaria Saga,38.71849036265042,-9.129916389811676,Bakery,Food
368,LISBOA,Avenidas Novas,38.73024600000005,-9.149493499999949,54f5814e498e3398a0650c63,A Padaria Portuguesa,38.73204179073652,-9.152019023895264,Bakery,Food
369,LISBOA,Avenidas Novas,38.73024600000005,-9.149493499999949,55845493498e503e62563439,A Padaria Portuguesa,38.73327626025241,-9.145426154136658,Bakery,Food
370,LISBOA,Avenidas Novas,38.73024600000005,-9.149493499999949,58e629b1a4367c4a450ca950,A Padaria Portuguesa,38.72589686876734,-9.149177482101262,Bakery,Food
371,LISBOA,Belém,38.69768400000005,-9.204393499999952,4b0588a8f964a520d0d222e3,Fábrica dos Pastéis de Belém,38.69738144558947,-9.203372943526903,Bakery,Food
372,LISBOA,Belém,38.69768400000005,-9.204393499999952,4f554ffee4b00d63abf5416c,Antiga Confeitaria,38.69759023216971,-9.203008802879985,Bakery,Food
373,LISBOA,Belém,38.69768400000005,-9.204393499999952,5151dba1e4b005a46dc425d2,A Padaria Portuguesa,38.69732679631216,-9.202661488506362,Bakery,Food
374,PORTO,Bonfim,41.1483662979302,-8.598389364247119,58b1951ca19e907b507cff8a,Padrão Doce,41.14730689345933,-8.601869412039129,Bakery,Food
375,PORTO,Bonfim,41.1483662979302,-8.598389364247119,4e2ac2b5c65bcaf40026c62e,Seara Dourada,41.15072686194062,-8.594134394608147,Bakery,Food
376,BRAGA,Braga,41.54550900000005,-8.42137999999997,4d2c9279467d6ea8eac1e995,Pantera Cor de Rosa,41.54979812118112,-8.421986730280022,Bakery,Food
377,BRAGA,Braga,41.549397000000056,-8.421888499999966,4d2c9279467d6ea8eac1e995,Pantera Cor de Rosa,41.54979812118112,-8.421986730280022,Bakery,Food
378,BRAGA,Braga,41.549397000000056,-8.421888499999966,577f7bfa498e74bec6e7f05e,Olivia,41.55099732030683,-8.423996891735033,Bakery,Food
379,BRAGA,Braga,41.549397000000056,-8.421888499999966,4e1ff9fd52b1f82ffb8f34cf,Lusitana,41.55132485055516,-8.425459993618382,Bakery,Food
380,BRAGA,Braga,41.55247500000006,-8.414283499999954,4fede656e4b0660371adf098,Casa Bolas de Berlim,41.552618329822536,-8.412535916594871,Bakery,Food
381,BRAGA,Braga,41.55247500000006,-8.414283499999954,4e071cca6284d9ee92d3486e,Sabiá,41.55084663424459,-8.414698387791402,Bakery,Food
382,BRAGA,Braga,41.55247500000006,-8.414283499999954,4c6bdfdf23971b8d8f369b8a,Moínho de Pão,41.549185338426156,-8.413069315569983,Bakery,Food
383,PORTO,Campanhã,41.148645146700744,-8.580614818956356,538b1da8498e54d858dbc378,Low-Cost.come,41.1482386740193,-8.586136466938518,Bakery,Food
384,LISBOA,Campo de Ourique,38.71581000000003,-9.166919999999948,59982982ca18ea189f24b796,Padaria do Bairro,38.71744705042128,-9.16570354087953,Bakery,Food
385,LISBOA,Campo de Ourique,38.71581000000003,-9.166919999999948,4de0b90b7d8b84d5dc735deb,A Padaria Portuguesa,38.71819450824935,-9.165023386991303,Bakery,Food
386,LISBOA,Campo de Ourique,38.71581000000003,-9.166919999999948,5a1170571543c72d4580cf4d,O Moço dos Croissants,38.716211,-9.165644,Bakery,Food
387,LISBOA,Campo de Ourique,38.71581000000003,-9.166919999999948,4d29a930068e8cfa144ed24c,Pastelaria Aloma,38.717410701509934,-9.166474248830323,Bakery,Food
388,LISBOA,Carnide,38.75993700000005,-9.18558349999995,4e12be0252b1655efa517e01,Pão de Carnide,38.75805402296122,-9.187636597317006,Bakery,Food
389,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.146389301815525,-8.614368600994384,4c6e8b87f323bfb710262499,Padaria Ribeiro,41.147542938765376,-8.614846145261701,Bakery,Food
390,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.146389301815525,-8.614368600994384,4bdcd5872a3a0f4756a3b4b6,Itaipú,41.147437119541316,-8.614228544286696,Bakery,Food
391,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.146389301815525,-8.614368600994384,548898ee498e1e90ea3cfc9f,Nata Lisboa,41.145085365324285,-8.611288827259111,Bakery,Food
392,BRAGA,"Celeirós, Aveleda e Vimieiro",41.51482800000005,-8.455615999999964,4d4002f39ccacbfff60c4bd0,Doce Rosa,41.513341425357815,-8.450540853193536,Bakery,Food
393,BRAGA,"Celeirós, Aveleda e Vimieiro",41.51482800000005,-8.455615999999964,531c900b498e44240c7efbea,Pastelaria Braga Parque (Celeirós),41.514185722754156,-8.449875159738362,Bakery,Food
394,AVEIRO,Esgueira,40.6483954884725,-8.630233875030868,4d0b79e46aa054817e1ceaaa,Esgueira 2004,40.64782474041764,-8.627551426207276,Bakery,Food
395,BRAGA,Figueiredo,41.50496250556275,-8.434801049365163,52c1c464498eff99d7c953eb,Pastelaria Novo Século,41.503949915545924,-8.435400526072243,Bakery,Food
396,BRAGA,Figueiredo,41.50496250556275,-8.434801049365163,531a1e4711d2ad3e013216e5,docelamas,41.502886,-8.43449,Bakery,Food
397,PORTO,Lordelo do Ouro e Massarelos,41.154277370124255,-8.648752894561197,4e7335a788778d253b0249eb,Altamira,41.1576260709887,-8.645540045535547,Bakery,Food
398,LISBOA,Lumiar,38.76411000000007,-9.156999999999925,5294cbb211d21f326e48bdb7,A Padaria Portuguesa,38.76335354243832,-9.153596114219647,Bakery,Food
399,LISBOA,Lumiar,38.76411000000007,-9.156999999999925,4e1995eac65b6bfb591982bd,A Trigueira,38.76511592169283,-9.153661289814105,Bakery,Food
400,LISBOA,Lumiar,38.76411000000007,-9.156999999999925,4dab23398154abafc2bc17a0,Princesa do Lumiar,38.76732716902532,-9.153315178120929,Bakery,Food
401,LISBOA,Lumiar,38.76411000000007,-9.156999999999925,525580e811d20d017190885c,Croissants Premium,38.76007172835774,-9.15783395116162,Bakery,Food
402,BRAGA,Merelim,41.57583000000005,-8.457730999999967,4f6c4261e4b0a61998d20750,Belinha,41.579495372725056,-8.454667266118069,Bakery,Food
403,LISBOA,Misericórdia,38.71188042729671,-9.142968071216105,582b23598677042de90cc8d6,Mesa Com Pão,38.71193865810434,-9.14156138410385,Bakery,Food
404,LISBOA,Misericórdia,38.71188042729671,-9.142968071216105,5002d700e4b04c8e7574d33f,A Padaria Portuguesa,38.71071638852431,-9.143127596452073,Bakery,Food
405,LISBOA,Misericórdia,38.71188042729671,-9.142968071216105,53e33400498ea226de85a163,CHIADO caffe,38.710730405031434,-9.144841491616608,Bakery,Food
406,LISBOA,Misericórdia,38.71188042729671,-9.142968071216105,53637827498e3edbebb22570,Sacolinha,38.71033961113283,-9.142100450721104,Bakery,Food
407,BRAGA,"Nogueira, Fraião e Lamaçães",41.545238186058405,-8.395290061349126,4da69fbdfa8ca994284b0afd,Maria Bolacha,41.54415023128458,-8.399506253725233,Bakery,Food
408,PORTO,Paranhos,41.170466259138564,-8.603917337757277,4da97dfca86e771ea70bb254,Café Seara D'ouro,41.17375387242134,-8.602995829127003,Bakery,Food
409,LISBOA,Parque das Nações,38.76833000000005,-9.097789999999975,51c9a346498ecdb672c56812,A Padaria Portuguesa,38.771447458817136,-9.097574443792947,Bakery,Food
410,LISBOA,Penha de França,38.73021013040955,-9.132728900475016,4eca5c6b775bf65c06c44cb7,A Padaria Portuguesa,38.73129481674355,-9.136410122342193,Bakery,Food
411,LISBOA,Penha de França,38.73021013040955,-9.132728900475016,50924df3e4b054e683a0224d,A Padaria Portuguesa,38.732693935797435,-9.130333448194051,Bakery,Food
412,PORTO,Ramalde,41.16844146753138,-8.647532743064072,4cdd06d34006a143f79ee2b2,Pastelaria Lusitana,41.16709908039308,-8.649750875499441,Bakery,Food
413,PORTO,Ramalde,41.16844146753138,-8.647532743064072,4fd363d4e4b0da81472c9e6a,QuasePronto,41.167262,-8.646961,Bakery,Food
414,BRAGA,"Real, Dume e Semelhe",41.55756000000005,-8.444077999999962,4d6d3d9a1dfca35d858545e0,Pastelaria Braga Parque,41.55972389081302,-8.447295427322388,Bakery,Food
415,LISBOA,Santa Clara,38.780329952247804,-9.160449999423061,4c8def4058668cfa0e7acdec,Arroba De Pão,38.779310607668535,-9.160850972167466,Bakery,Food
416,LISBOA,Santa Maria Maior,38.70989000000003,-9.133339999999976,554dd95e498eaae943b9989f,Fábrica Lisboa,38.710998,-9.13563,Bakery,Food
417,LISBOA,Santo António,38.753609948929586,-9.143020003895094,50d34dc8e4b02a0dbc4559f3,A Padaria Portuguesa,38.75328962659832,-9.143401111341506,Bakery,Food
418,LISBOA,Santo António,38.753609948929586,-9.143020003895094,56bf46a1cd104fc3623872dc,Pastelaria Pau de Canela,38.754649417152265,-9.139359963295089,Bakery,Food
419,COIMBRA,Santo António dos Olivais,40.218000000000075,-8.405989999999974,4e7221ecae6067986ec693c7,Monte dos Olivais,40.217429294405086,-8.40502129847681,Bakery,Food
420,COIMBRA,Santo António dos Olivais,40.218000000000075,-8.405989999999974,4de8ddee091a3279664006ae,Conversas da Quinta,40.21693280390973,-8.410204072257793,Bakery,Food
421,AVEIRO,São Bernardo,40.617409897188416,-8.624041385804826,4fb6a6e1e4b0ce16f1c121b5,Fim de Século,40.61589892367161,-8.622851371765137,Bakery,Food
422,AVEIRO,São Bernardo,40.617409897188416,-8.624041385804826,5048adede4b04d063e13fd2e,Brasapão,40.61748012839804,-8.62345209519854,Bakery,Food
423,LISBOA,São Vicente,38.72365503033666,-9.12966982265255,4df4826e63659543662cdf21,Forno de Sapadores,38.721161083494096,-9.127396158643327,Bakery,Food
424,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,526cdede11d2de3a8711dc48,Nata Lisboa,40.208868137913015,-8.429112818748465,Bakery,Food
425,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,4d7a6f99e540f04d2b0013dc,Penta,40.212055,-8.429941,Bakery,Food
426,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,4ca866fbd971b1f77b1014e1,Pastelaria Arco Íris,40.20935201880573,-8.431363693487057,Bakery,Food
427,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,4db6d4326a23c31a03468967,Pastelaria Estação Doce,40.20908162091878,-8.431316217136477,Bakery,Food
428,COIMBRA,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",40.2088185,-8.429085000000004,4d3d7c84d625224bce209afa,O Batikano's,40.21058491458831,-8.431568211685798,Bakery,Food
429,BRAGA,Tadim,41.507679701805024,-8.487787303535361,4dd4b88922716ea3ce648049,Bolo Fresco,41.507443,-8.488043,Bakery,Food
430,LISBOA,Ajuda,38.69974000000008,-9.181179999999927,4b0588a7f964a520b3d222e3,Passeio Marítimo de Belém,38.69742435920195,-9.184916506109905,Trail,Outdoors & Recreation
431,LISBOA,Ajuda,38.69974000000008,-9.181179999999927,4b3cda52f964a520428825e3,LX Factory,38.703091475236064,-9.178833136409638,General Entertainment,Arts & Entertainment
432,LISBOA,Alcântara,38.70505500000006,-9.180970999999971,4b3cda52f964a520428825e3,LX Factory,38.703091475236064,-9.178833136409638,General Entertainment,Arts & Entertainment
433,LISBOA,Penha de França,38.73021013040955,-9.132728900475016,4f416d57e4b0740e7bd6d100,RDA 69,38.72664844306691,-9.135998778347075,General Entertainment,Arts & Entertainment
434,LISBOA,Ajuda,38.69974000000008,-9.181179999999927,5131ffdae4b02e87036444df,Bairro Arte,38.70261693795866,-9.17850973294721,Gift Shop,Shop & Service
435,LISBOA,Alcântara,38.70505500000006,-9.180970999999971,5131ffdae4b02e87036444df,Bairro Arte,38.70261693795866,-9.17850973294721,Gift Shop,Shop & Service
436,LISBOA,Avenidas Novas,38.73024600000005,-9.149493499999949,53da70c4498ef292d82f0aaa,Tiger,38.733094976121535,-9.145230448297701,Gift Shop,Shop & Service
437,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.146389301815525,-8.614368600994384,4cd56ab0ab19a0934dfa3eeb,A Vida Portuguesa,41.14664790350621,-8.614684015368177,Gift Shop,Shop & Service
438,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.146389301815525,-8.614368600994384,59943ed4f4b52562b6a8bfe2,Flyîng Tiger,41.14597116253725,-8.613410322287812,Gift Shop,Shop & Service
439,LISBOA,Misericórdia,38.71188042729671,-9.142968071216105,4dc59ce92271f2705131f4f3,Cork & CO,38.7109343773288,-9.144082958031419,Gift Shop,Shop & Service
440,BRAGA,Tadim,41.507679701805024,-8.487787303535361,4ef229ce82310969a7e3b738,Pink,41.50868219713921,-8.485176349225757,Gift Shop,Shop & Service
441,LISBOA,Ajuda,38.69974000000008,-9.181179999999927,4c226ac513c00f476b7587de,Doca Peixe,38.6996085542305,-9.178573883191572,Restaurant,Food
442,LISBOA,Ajuda,38.69974000000008,-9.181179999999927,4e4ab48fc65bab125170e0fd,1300 Taberna,38.70288843206843,-9.178968047184163,Restaurant,Food
443,LISBOA,Ajuda,38.69974000000008,-9.181179999999927,4bbdd45fa8cf76b0b131b2fd,Doca de Santo,38.70055138258561,-9.176250682551352,Restaurant,Food
444,LISBOA,Ajuda,38.69974000000008,-9.181179999999927,4df0bca8d22d43368718a176,Estado D'Alma,38.699368798766734,-9.185438738158226,Restaurant,Food
445,LISBOA,Ajuda,38.69974000000008,-9.181179999999927,4ff6cdd3e4b002d4d335dd69,Mercearia Vencedora,38.69982640634225,-9.177818139360392,Restaurant,Food
446,LISBOA,Ajuda,38.69974000000008,-9.181179999999927,4cb6f723b315a093547c9f76,Campinas,38.70056869187869,-9.182483102946529,Restaurant,Food
447,LISBOA,Alcântara,38.70505500000006,-9.180970999999971,4e4ab48fc65bab125170e0fd,1300 Taberna,38.70288843206843,-9.178968047184163,Restaurant,Food
448,LISBOA,Alcântara,38.70505500000006,-9.180970999999971,4bc8563792b376b0ce27513a,Puro Acaso,38.70467455749925,-9.17754619584153,Restaurant,Food
449,LISBOA,Alcântara,38.70505500000006,-9.180970999999971,4d247311fdfb236a14ee7867,O Pacato,38.70483080808682,-9.18448920504312,Restaurant,Food
450,LISBOA,Alcântara,38.70505500000006,-9.180970999999971,4e5cd56252b1421c1fc4ef3a,Degrau,38.705277922236576,-9.177303098529139,Restaurant,Food
451,LISBOA,Alcântara,38.70505500000006,-9.180970999999971,4f3152bce4b0d8fc0a17d7ad,Pastelaria Britus,38.70578281116132,-9.185397787909507,Restaurant,Food
452,LISBOA,Alvalade,38.75558100000005,-9.137068999999968,5124d71ae4b0a8e56a37e12b,Restaurante Luís,38.755174437340145,-9.141200888242468,Restaurant,Food
453,LISBOA,Alvalade,38.75558100000005,-9.137068999999968,4cd15e0bde0f6dcb386e7063,Taberna da Maria do Correio,38.75431602764286,-9.142552414476892,Restaurant,Food
454,LISBOA,Alvalade,38.75558100000005,-9.137068999999968,4ec501d39a522f580ba47d89,Restaurante Irmãos Rocha,38.757880869000786,-9.13764058635655,Restaurant,Food
455,AVEIRO,Aradas,40.62432421672654,-8.643783571576646,54ec7f8c498eba347fe6fcf9,Gatupardo,40.62289058437249,-8.64553255990967,Restaurant,Food
456,LISBOA,Areeiro,38.74400000000003,-9.132159999999942,4da35b84b1c937047fbaf8a1,O Pote,38.74237091659983,-9.135239692571725,Restaurant,Food
457,LISBOA,Areeiro,38.74400000000003,-9.132159999999942,51f25bf8498e81307db9b829,A Cidade,38.742033,-9.133629,Restaurant,Food
458,LISBOA,Arroios,38.72238900000005,-9.132703999999961,56ba2000498eb9f7067ac4db,Sagarmatha Momo,38.72455803199444,-9.136008375232905,Restaurant,Food
459,LISBOA,Arroios,38.72238900000005,-9.132703999999961,58a8abdf9dc8d0671858e6ae,Infame,38.72038085481682,-9.135341245405261,Restaurant,Food
460,LISBOA,Arroios,38.72238900000005,-9.132703999999961,513f23dce4b08931c546ac59,Himalaia,38.72329229315875,-9.135245832792565,Restaurant,Food
